-1.5 1.30073e-05
-1.48997 1.51123e-05
-1.47993 1.75403e-05
-1.4699 2.03379e-05
-1.45987 2.3558e-05
-1.44983 2.72604e-05
-1.4398 3.1513e-05
-1.42977 3.63923e-05
-1.41973 4.19849e-05
-1.4097 4.83881e-05
-1.39967 5.57118e-05
-1.38963 6.40794e-05
-1.3796 7.36297e-05
-1.36957 8.45181e-05
-1.35953 9.69192e-05
-1.3495 0.000111028
-1.33946 0.000127063
-1.32943 0.000145267
-1.3194 0.000165912
-1.30936 0.0001893
-1.29933 0.000215768
-1.2893 0.000245689
-1.27926 0.000279479
-1.26923 0.000317595
-1.2592 0.000360547
-1.24916 0.000408895
-1.23913 0.00046326
-1.2291 0.000524326
-1.21906 0.000592844
-1.20903 0.000669641
-1.199 0.000755625
-1.18896 0.000851793
-1.17893 0.000959233
-1.1689 0.00107914
-1.15886 0.00121281
-1.14883 0.00136167
-1.1388 0.00152726
-1.12876 0.00171126
-1.11873 0.00191551
-1.1087 0.00214197
-1.09866 0.00239279
-1.08863 0.0026703
-1.0786 0.002977
-1.06856 0.00331558
-1.05853 0.00368895
-1.04849 0.00410024
-1.03846 0.0045528
-1.02843 0.00505023
-1.01839 0.00559636
-1.00836 0.00619532
-0.998328 0.00685147
-0.988294 0.0075695
-0.978261 0.00835436
-0.968227 0.00921132
-0.958194 0.010146
-0.948161 0.0111642
-0.938127 0.0122723
-0.928094 0.0134768
-0.91806 0.0147845
-0.908027 0.0162029
-0.897993 0.0177395
-0.88796 0.0194023
-0.877926 0.0211996
-0.867893 0.02314
-0.85786 0.0252327
-0.847826 0.0274869
-0.837793 0.0299124
-0.827759 0.0325191
-0.817726 0.0353175
-0.807692 0.038318
-0.797659 0.0415317
-0.787625 0.0449696
-0.777592 0.048643
-0.767559 0.0525636
-0.757525 0.0567431
-0.747492 0.0611932
-0.737458 0.065926
-0.727425 0.0709533
-0.717391 0.0762871
-0.707358 0.0819394
-0.697324 0.0879219
-0.687291 0.0942462
-0.677258 0.100924
-0.667224 0.107966
-0.657191 0.115383
-0.647157 0.123186
-0.637124 0.131384
-0.62709 0.139986
-0.617057 0.149002
-0.607023 0.158439
-0.59699 0.168304
-0.586957 0.178603
-0.576923 0.189342
-0.56689 0.200524
-0.556856 0.212154
-0.546823 0.224232
-0.536789 0.236759
-0.526756 0.249734
-0.516722 0.263155
-0.506689 0.277019
-0.496656 0.29132
-0.486622 0.30605
-0.476589 0.321202
-0.466555 0.336765
-0.456522 0.352727
-0.446488 0.369074
-0.436455 0.385789
-0.426421 0.402856
-0.416388 0.420255
-0.406355 0.437963
-0.396321 0.455959
-0.386288 0.474217
-0.376254 0.492709
-0.366221 0.511408
-0.356187 0.530282
-0.346154 0.549299
-0.33612 0.568426
-0.326087 0.587627
-0.316054 0.606865
-0.30602 0.626102
-0.295987 0.6453
-0.285953 0.664416
-0.27592 0.683411
-0.265886 0.702242
-0.255853 0.720865
-0.245819 0.739238
-0.235786 0.757316
-0.225753 0.775055
-0.215719 0.792412
-0.205686 0.809343
-0.195652 0.825803
-0.185619 0.841751
-0.175585 0.857143
-0.165552 0.871938
-0.155518 0.886096
-0.145485 0.899578
-0.135452 0.912346
-0.125418 0.924365
-0.115385 0.935599
-0.105351 0.946017
-0.0953177 0.955589
-0.0852843 0.964286
-0.0752508 0.972084
-0.0652174 0.978958
-0.0551839 0.984889
-0.0451505 0.989859
-0.0351171 0.993853
-0.0250836 0.996859
-0.0150502 0.998868
-0.00501672 0.999874
0.00501672 0.999874
0.0150502 0.998868
0.0250836 0.996859
0.0351171 0.993853
0.0451505 0.989859
0.0551839 0.984889
0.0652174 0.978958
0.0752508 0.972084
0.0852843 0.964286
0.0953177 0.955589
0.105351 0.946017
0.115385 0.935599
0.125418 0.924365
0.135452 0.912346
0.145485 0.899578
0.155518 0.886096
0.165552 0.871938
0.175585 0.857143
0.185619 0.841751
0.195652 0.825803
0.205686 0.809343
0.215719 0.792412
0.225753 0.775055
0.235786 0.757316
0.245819 0.739238
0.255853 0.720865
0.265886 0.702242
0.27592 0.683411
0.285953 0.664416
0.295987 0.6453
0.30602 0.626102
0.316054 0.606865
0.326087 0.587627
0.33612 0.568426
0.346154 0.549299
0.356187 0.530282
0.366221 0.511408
0.376254 0.492709
0.386288 0.474217
0.396321 0.455959
0.406355 0.437963
0.416388 0.420255
0.426421 0.402856
0.436455 0.385789
0.446488 0.369074
0.456522 0.352727
0.466555 0.336765
0.476589 0.321202
0.486622 0.30605
0.496656 0.29132
0.506689 0.277019
0.516722 0.263155
0.526756 0.249734
0.536789 0.236759
0.546823 0.224232
0.556856 0.212154
0.56689 0.200524
0.576923 0.189342
0.586957 0.178603
0.59699 0.168304
0.607023 0.158439
0.617057 0.149002
0.62709 0.139986
0.637124 0.131384
0.647157 0.123186
0.657191 0.115383
0.667224 0.107966
0.677258 0.100924
0.687291 0.0942462
0.697324 0.0879219
0.707358 0.0819394
0.717391 0.0762871
0.727425 0.0709533
0.737458 0.065926
0.747492 0.0611932
0.757525 0.0567431
0.767559 0.0525636
0.777592 0.048643
0.787625 0.0449696
0.797659 0.0415317
0.807692 0.038318
