-1.5 1.30073e-05
-1.45652 1.91875e-05
-1.41304 9.39094e-06
-1.36957 -3.88838e-05
-1.32609 -0.00013929
-1.28261 -0.000257829
-1.23913 -0.000267153
-1.19565 5.36725e-05
-1.15217 0.000894327
-1.1087 0.00212202
-1.06522 0.00293581
-1.02174 0.00181125
-0.978261 -0.00279771
-0.934783 -0.0108193
-0.891304 -0.0186581
-0.847826 -0.0187613
-0.804348 -0.00268637
-0.76087 0.0319022
-0.717391 0.0734582
-0.673913 0.0946839
-0.630435 0.0630626
-0.586957 -0.0363379
-0.543478 -0.177139
-0.5 -0.286505
-0.456522 -0.273614
-0.413043 -0.0866975
-0.369565 0.232404
-0.326087 0.538978
-0.282609 0.64589
-0.23913 0.433274
-0.195652 -0.0563548
-0.152174 -0.607928
-0.108696 -0.933857
-0.0652174 -0.836441
-0.0217391 -0.334089
0.0217391 0.334089
0.0652174 0.836441
0.108696 0.933857
0.152174 0.607928
0.195652 0.0563548
0.23913 -0.433274
0.282609 -0.64589
0.326087 -0.538978
0.369565 -0.232404
0.413043 0.0866975
0.456522 0.273614
0.5 0.286505
0.543478 0.177139
0.586957 0.0363379
0.630435 -0.0630626
0.673913 -0.0946839
0.717391 -0.0734582
0.76087 -0.0319022
0.804348 0.00268637
0.847826 0.0187613
0.891304 0.0186581
0.934783 0.0108193
0.978261 0.00279771
1.02174 -0.00181125
1.06522 -0.00293581
1.1087 -0.00212202
1.15217 -0.000894327
1.19565 -5.36725e-05
1.23913 0.000267153
1.28261 0.000257829
1.32609 0.00013929
1.36957 3.88838e-05
1.41304 -9.39094e-06
1.45652 -1.91875e-05
1.5 -1.30073e-05
