-1.5 1.30073e-05
-1.45652 2.47353e-05
-1.41304 4.61571e-05
-1.36957 8.45181e-05
-1.32609 0.000151863
-1.28261 0.000267758
-1.23913 0.00046326
-1.19565 0.000786498
-1.15217 0.00131027
-1.1087 0.00214197
-1.06522 0.00343602
-1.02174 0.00540866
-0.978261 0.00835436
-0.934783 0.0126627
-0.891304 0.0188335
-0.847826 0.0274869
-0.804348 0.039365
-0.76087 0.0553205
-0.717391 0.0762871
-0.673913 0.10323
-0.630435 0.137073
-0.586957 0.178603
-0.543478 0.228357
-0.5 0.286505
-0.456522 0.352727
-0.413043 0.426124
-0.369565 0.505154
-0.326087 0.587627
-0.282609 0.670764
-0.23913 0.751325
-0.195652 0.825803
-0.152174 0.890667
-0.108696 0.942637
-0.0652174 0.978958
-0.0217391 0.99764
0.0217391 0.99764
0.0652174 0.978958
0.108696 0.942637
0.152174 0.890667
0.195652 0.825803
0.23913 0.751325
0.282609 0.670764
0.326087 0.587627
0.369565 0.505154
0.413043 0.426124
0.456522 0.352727
0.5 0.286505
0.543478 0.228357
0.586957 0.178603
0.630435 0.137073
0.673913 0.10323
0.717391 0.0762871
0.76087 0.0553205
0.804348 0.039365
0.847826 0.0274869
0.891304 0.0188335
0.934783 0.0126627
0.978261 0.00835436
1.02174 0.00540866
1.06522 0.00343602
1.1087 0.00214197
1.15217 0.00131027
1.19565 0.000786498
1.23913 0.00046326
1.28261 0.000267758
1.32609 0.000151863
1.36957 8.45181e-05
1.41304 4.61571e-05
1.45652 2.47353e-05
1.5 1.30073e-05
